OBJECTID,rAERU19_08,rAERU19_13,rAERU19_18,AERU19_08,AERU19_13,AERU19_18,aAERU19_08,aAERU19_13,aAERU19_18,ePU19_10,ePU19_13,ePU19_18,TRACTNAME,PlanningRegion,ARCModelingArea,GEOID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
525,6.2133646,7.96984383,3.6036036,53,74,34,10.6,14.8,6.8,1706,1857,1887,"Census Tract 42.12, Chatham County",Coastal Regional Commission,No,13051004212,{4BAD38AC-B5A7-43EB-8228-5D57F3BA21DB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.116343044463908,0.000597656050226461
526,11.32897603,14.25287356,13.37579618,78,93,84,15.6,18.6,16.8,1377,1305,1256,"Census Tract 102, Chatham County",Coastal Regional Commission,No,13051010200,{5A433DB3-C419-41DC-AD3E-7EE9D9623906},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0969703999164895,0.00028378205454336
527,14.07185629,8.32791152,7.67459708,47,64,50,9.4,12.8,10,668,1537,1303,"Census Tract 101.02, Chatham County",Coastal Regional Commission,No,13051010102,{15BF71E2-A3B8-42E5-A601-76D316299E0F},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.220592129466619,0.000984463493503682
528,12.26993865,23.82271468,36.20689655,40,43,63,8,8.6,12.6,652,361,348,"Census Tract 101.01, Chatham County",Coastal Regional Commission,No,13051010101,{5608EE18-63FF-4DEC-AA9A-BBFA71A71FE8},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.20494968698341,0.00118946531590717
529,27.99023596,31.99233716,24.54183267,172,167,154,34.4,33.4,30.8,1229,1044,1255,"Census Tract 45, Chatham County",Coastal Regional Commission,No,13051004500,{1B984DA3-F48F-44B3-8D4F-3AFACE111EC3},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.112766440749043,0.000594474366030135
530,15.27403414,16.64841183,20.17291066,85,76,70,17,15.2,14,1113,913,694,"Census Tract 44, Chatham County",Coastal Regional Commission,No,13051004400,{30947B48-9D92-4C7D-8D32-45617303068C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.073393408669887,0.000166662662262057
531,10.92564492,8.75,11.51515152,36,35,38,7.2,7,7.6,659,800,660,"Census Tract 40.02, Chatham County",Coastal Regional Commission,No,13051004002,{58D04F88-FF99-4F44-AFB3-28C45F7F4FFD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.130536369210439,0.000647283689016616
532,13.27300151,14.28571429,12.93179805,132,155,146,26.4,31,29.2,1989,2170,2258,"Census Tract 405.16, Clayton County",Atlanta Regional Commission,Yes,13063040516,{1271A97C-F99B-4D62-8A03-39FA840D7670},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0947565970627435,0.000430091028253265
533,15.78458682,14.80176211,11.2164297,85,84,71,17,16.8,14.2,1077,1135,1266,"Census Tract 405.09, Clayton County",Atlanta Regional Commission,Yes,13063040509,{FAE48644-331C-433E-A455-5D32C576B9FD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.102851215692436,0.000506571196959088
534,12.21374046,18.63230922,11.32075472,72,94,60,14.4,18.8,12,1179,1009,1060,"Census Tract 402.02, Clayton County",Atlanta Regional Commission,Yes,13063040202,{1663AF08-D355-4529-9621-92D82C9D6809},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.192691643870089,0.000981569980746727
535,14.60794844,17.06636921,13.96680023,136,153,122,27.2,30.6,24.4,1862,1793,1747,"Census Tract 405.18, Clayton County",Atlanta Regional Commission,Yes,13063040518,{C1EE7425-97B3-4469-A04F-276221EEEBA1},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.09132647437291,0.000343221196224543
536,9.34444042,10.23710952,13.75064135,129,136,134,25.8,27.2,26.8,2761,2657,1949,"Census Tract 405.15, Clayton County",Atlanta Regional Commission,Yes,13063040515,{DC7813A4-9595-4D0A-8080-B16DEB1827F4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.106992318526079,0.000583490028280442
537,8.7431694,13.13559322,17.21068249,72,93,87,14.4,18.6,17.4,1647,1416,1011,"Census Tract 405.13, Clayton County",Atlanta Regional Commission,Yes,13063040513,{FFA879E8-5D17-48C6-9608-D906C6D680A9},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.131461971146811,0.000679775751260029
538,1.75182482,2.88924559,,6,9,,1.2,1.8,,685,623,450,"Census Tract 9603, Quitman County",River Valley,No,13239960300,{7D243480-46B1-4147-A138-F534C7120C56},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.971089048641184,0.0396327722310254
539,8.8593577,19.85611511,11.09570042,40,69,40,8,13.8,8,903,695,721,"Census Tract 42.09, Chatham County",Coastal Regional Commission,No,13051004209,{46DF53E5-CF1D-4C97-86D1-772E1E843D34},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.118938615113235,0.000439995401040465
540,10.79069767,15.91962906,12.43523316,58,103,96,11.6,20.6,19.2,1075,1294,1544,"Census Tract 42.10, Chatham County",Coastal Regional Commission,No,13051004210,{FA3712D7-5734-490C-8238-E222E571DF43},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.090770830527226,0.000282573980903926
541,6.69914738,11.53846154,3.18994683,55,54,33,11,10.8,6.6,1642,936,2069,"Census Tract 108.07, Chatham County",Coastal Regional Commission,No,13051010807,{D8215B42-8AF5-4E82-8964-8A4E757D1713},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.329103972742659,0.0035255236128402
542,4.96969697,8.92420538,9.45003873,41,73,61,8.2,14.6,12.2,1650,1636,1291,"Census Tract 108.06, Chatham County",Coastal Regional Commission,No,13051010806,{36382B6B-6B7E-42AE-A541-D5B139C8FA30},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.307684946729183,0.00163784554635402
543,5.92105263,7.44680851,2.52454418,9,14,9,1.8,2.8,1.8,304,376,713,"Census Tract 111.03, Chatham County",Coastal Regional Commission,No,13051011103,{1E3449F5-6A0A-4E56-A1CE-74C68F95ECAD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.436274941300741,0.00633026681989587
544,2.02588633,2.44233379,2.95698925,18,18,22,3.6,3.6,4.4,1777,1474,1488,"Census Tract 111.09, Chatham County",Coastal Regional Commission,No,13051011109,{A6BBBF91-0B03-4977-B985-089C91A748BA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.278088701211445,0.00294159785120091
545,13.97379913,21.37232846,15.23046092,80,95,76,16,19,15.2,1145,889,998,"Census Tract 39, Chatham County",Coastal Regional Commission,No,13051003900,{0D5653E9-0CD4-4EEC-A7A2-598E9DC614E5},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0948804213677377,0.000345417111778397
546,16.87763713,28.0945758,12.52747253,80,101,57,16,20.2,11.4,948,719,910,"Census Tract 38, Chatham County",Coastal Regional Commission,No,13051003800,{EE8ED365-B36F-4D1F-AF50-8B844D467334},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0670633728443697,0.000183798533860728
547,18.93939394,28.1030445,18.81533101,50,60,54,10,12,10.8,528,427,574,"Census Tract 37, Chatham County",Coastal Regional Commission,No,13051003700,{E36366D7-E31B-429D-AE62-B04AF110CAA0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.053625822577988,0.000167559478587331
548,19.86970684,28.06499261,15.98815692,122,190,108,24.4,38,21.6,1228,1354,1351,"Census Tract 36.02, Chatham County",Coastal Regional Commission,No,13051003602,{B2505ED1-3EDE-49B1-B4EB-CD14653DADEB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0768876287105522,0.000272614229378733
549,17.37142857,30.79056865,22.51539138,76,111,128,15.2,22.2,25.6,875,721,1137,"Census Tract 36.01, Chatham County",Coastal Regional Commission,No,13051003601,{B005DD33-77F9-465C-9D7D-C4BCD72A435E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0995403223913456,0.000331654839157067
550,20.20905923,34.59119497,37.37373737,87,110,74,17.4,22,14.8,861,636,396,"Census Tract 11, Chatham County",Coastal Regional Commission,No,13051001100,{9EB802C8-BD51-49D7-B3E4-8DFC1467B505},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0614309143388679,0.000150746496721756
551,5.70532915,7.5176493,5.22094669,91,197,166,18.2,39.4,33.2,3190,5241,6359,"Census Tract 107, Chatham County",Coastal Regional Commission,No,13051010700,{5C43D5DD-6888-4B59-B55D-5888AABAE33E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.618202252642863,0.0142296833426863
552,8.43023256,5.8910162,3.93343419,29,20,13,5.8,4,2.6,688,679,661,"Census Tract 108.01, Chatham County",Coastal Regional Commission,No,13051010801,{AD613223-514A-4186-A6B6-105D75DAE787},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.338426978134543,0.00383196952659726
553,6.33827075,6.65796345,5.22648084,92,102,75,18.4,20.4,15,2903,3064,2870,"Census Tract 108.03, Chatham County",Coastal Regional Commission,No,13051010803,{13E56F20-9CF7-446F-8EE1-E35DCED03D07},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.37604251858724,0.00473039562715957
554,2.54574384,5.27383367,3.68459838,16,26,25,3.2,5.2,5,1257,986,1357,"Census Tract 111.04, Chatham County",Coastal Regional Commission,No,13051011104,{B752BAC9-E663-4A75-BDFE-933892899F58},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.176232203782533,0.000656878637372372
555,6.33914422,6.18556701,6.36485881,60,84,71,12,16.8,14.2,1893,2716,2231,"Census Tract 108.02, Chatham County",Coastal Regional Commission,No,13051010802,{491B2345-4EEC-4E1D-A3FD-5237571C68BE},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.505003701287929,0.00925867483956385
556,4.6728972,2.7173913,1.20336943,20,10,5,4,2,1,856,736,831,"Census Tract 110.04, Chatham County",Coastal Regional Commission,No,13051011004,{EF2A711D-944F-4383-97C9-8DF723BC6CBB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.342443709891944,0.00227056108533125
557,3.34101383,4.86803519,4.04589372,58,83,67,11.6,16.6,13.4,3472,3410,3312,"Census Tract 704.03, Henry County",Atlanta Regional Commission,Yes,13151070403,{E4CF32CA-617A-4F45-B126-938D66AC3785},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.361096350465715,0.00553760784575785
558,4.92396814,7.33532934,6.11570248,34,49,37,6.8,9.8,7.4,1381,1336,1210,"Census Tract 703.07, Henry County",Atlanta Regional Commission,Yes,13151070307,{1E717E81-0098-48EF-A13E-468E8BDB11A7},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.143925989622586,0.000851966445630081
559,11.27071823,9.6807415,7.40740741,51,47,40,10.2,9.4,8,905,971,1080,"Census Tract 701.13, Henry County",Atlanta Regional Commission,Yes,13151070113,{DEE6227F-C09B-454F-BA66-19EDCAFC2359},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.172340469508826,0.000658160533682986
560,4.86169321,7.09342561,7.61831474,58,82,99,11.6,16.4,19.8,2386,2312,2599,"Census Tract 705.01, Henry County",Atlanta Regional Commission,Yes,13151070501,{EE40A36F-56E2-4CB5-9FF8-0284F55298A7},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.316923159324865,0.00521798944823169
561,4.56072972,6.81818182,6.75855936,95,141,152,19,28.2,30.4,4166,4136,4498,"Census Tract 705.02, Henry County",Atlanta Regional Commission,Yes,13151070502,{1C055723-B81B-4C1B-A6FB-98965F673E24},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.475892991377103,0.00803484941796039
562,7.24186704,10.58394161,9.0582712,128,203,164,25.6,40.6,32.8,3535,3836,3621,"Census Tract 703.11, Henry County",Atlanta Regional Commission,Yes,13151070311,{CCA48792-51ED-4E57-9539-969D95438F51},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.152118874290538,0.00103755398494775
563,4.0527804,5.30973451,7.83049286,43,54,85,8.6,10.8,17,2122,2034,2171,"Census Tract 704.04, Henry County",Atlanta Regional Commission,Yes,13151070404,{BFFAFD06-3D1D-45C7-9EBB-F76627B10C09},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.45426807728413,0.0063003896612597
564,4.05186386,7.17571297,5.07374631,25,39,43,5,7.8,8.6,1234,1087,1695,"Census Tract 702.04, Henry County",Atlanta Regional Commission,Yes,13151070204,{23867131-68FB-4474-AEAF-B7400A6C0636},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.217368188813565,0.0024258333674672
565,5.41969597,10.54545455,8.0620155,41,58,52,8.2,11.6,10.4,1513,1100,1290,"Census Tract 703.10, Henry County",Atlanta Regional Commission,Yes,13151070310,{EBA6B8F6-D2F6-4F30-A330-89D2EF9D8755},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.177438602912828,0.0014129150101538
566,5.46050237,3.81807973,4.20145435,75,68,78,15,13.6,15.6,2747,3562,3713,"Census Tract 702.05, Henry County",Atlanta Regional Commission,Yes,13151070205,{B26C478A-6417-4B7F-BEF2-A84FED886173},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.274106653869718,0.00253624477420059
567,4.75799836,8.84385076,5.03144654,58,96,56,11.6,19.2,11.2,2438,2171,2226,"Census Tract 703.09, Henry County",Atlanta Regional Commission,Yes,13151070309,{3474E09C-843E-4BBA-86FD-44EC2608AD4A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.161706320393407,0.00114903784851013
568,5.95988539,8.80222841,6.7905189,52,79,53,10.4,15.8,10.6,1745,1795,1561,"Census Tract 701.14, Henry County",Atlanta Regional Commission,Yes,13151070114,{3F94B740-4984-469C-95D9-7FEDAD090B02},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.15356879805534,0.00118920067945406
569,9.28381963,11.05691057,8.78552972,105,136,119,21,27.2,23.8,2262,2460,2709,"Census Tract 701.11, Henry County",Atlanta Regional Commission,Yes,13151070111,{06CFC3A2-2BAF-4F52-94BF-7BB9FCC2DB91},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.130287580754713,0.000886460586011686
570,7.45463462,8.12095032,12.78600269,76,94,95,15.2,18.8,19,2039,2315,1486,"Census Tract 701.07, Henry County",Atlanta Regional Commission,Yes,13151070107,{383E63F0-0DD6-4505-93B7-787B7728759A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.204237473113545,0.00213216738772757
571,7.78443114,3.42857143,4.53460621,26,15,19,5.2,3,3.8,668,875,838,"Census Tract 701.09, Henry County",Atlanta Regional Commission,Yes,13151070109,{D1C92D63-5C83-440C-B5DB-084DD142A12A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.138354368590913,0.000837510695100004
572,5.7004245,7.48230536,7.32600733,47,74,70,9.4,14.8,14,1649,1978,1911,"Census Tract 701.10, Henry County",Atlanta Regional Commission,Yes,13151070110,{371BDEB6-24BB-4061-8774-E96D21F785D0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.240466561750892,0.00261167822492928
573,10.70137383,14.07185629,9.28327645,74,94,68,14.8,18.8,13.6,1383,1336,1465,"Census Tract 701.08, Henry County",Atlanta Regional Commission,Yes,13151070108,{21B3D7AF-5395-4E78-95D9-4734552336C2},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.196109952676797,0.00123781583374134
574,5.30431826,5.94795539,5.55083546,78,96,98,15.6,19.2,19.6,2941,3228,3531,"Census Tract 703.06, Henry County",Atlanta Regional Commission,Yes,13151070306,{69CF75CB-0B0F-418B-8B88-A502EA896667},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.277390531178748,0.00349324185249287
575,7.02875399,8.73858307,8.67768595,121,177,168,24.2,35.4,33.6,3443,4051,3872,"Census Tract 701.04, Henry County",Atlanta Regional Commission,Yes,13151070104,{DEA231CD-505A-4A67-A2C3-E255787594A2},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.25544304343656,0.00236250039725968
576,3.02049622,2.62790048,3.01953819,56,47,51,11.2,9.4,10.2,3708,3577,3378,"Census Tract 702.02, Henry County",Atlanta Regional Commission,Yes,13151070202,{EADEC396-5FBA-43CA-970E-5AB2DA1AA78C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.381026919695089,0.00537329408537225
577,3.70522849,5.18064076,7.14285714,45,76,76,9,15.2,15.2,2429,2934,2128,"Census Tract 703.05, Henry County",Atlanta Regional Commission,Yes,13151070305,{3AE3DBBE-D7AB-4DD0-9166-634831D4DD23},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.265309143176314,0.00396176522405546
578,5.92334495,7.92712949,7.83625731,102,161,134,20.4,32.2,26.8,3444,4062,3420,"Census Tract 703.04, Henry County",Atlanta Regional Commission,Yes,13151070304,{27AF8031-C8DC-43FC-A91F-836C262460F1},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.2940946259608,0.00295121889298811
579,5.21262003,9.13312693,8.5313833,38,59,70,7.6,11.8,14,1458,1292,1641,"Census Tract 701.06, Henry County",Atlanta Regional Commission,Yes,13151070106,{E70A9570-7B6C-48C6-8A56-4E4DE5640808},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.228671701034015,0.00161126289795215
580,2.69597677,4.25623388,3.79819682,65,99,99,13,19.8,19.8,4822,4652,5213,"Census Tract 702.03, Henry County",Atlanta Regional Commission,Yes,13151070203,{406E304A-75B2-431D-9862-DAE67EF31BFA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.516180456951323,0.00896874516561837
581,3.76673474,3.89411507,2.94606795,83,89,62,16.6,17.8,12.4,4407,4571,4209,"Census Tract 704.02, Henry County",Atlanta Regional Commission,Yes,13151070402,{80958AAB-0E94-4A8D-B1E3-738025A6F840},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.532206615996057,0.00923826484096905
582,5.83657588,6.09357998,9.13580247,30,28,37,6,5.6,7.4,1028,919,810,"Census Tract 9706, Toombs County",Heart of Georgia Altamaha,No,13279970600,{DD470AC4-D35F-4762-A1C9-3DEC2ADD7DBF},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.00289259786515,0.0356108155464669
583,5.36700868,7.10382514,7.7181208,34,39,46,6.8,7.8,9.2,1267,1098,1192,"Census Tract 9705, Toombs County",Heart of Georgia Altamaha,No,13279970500,{BAE0AD00-7E70-4667-838D-62790703EE87},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.631653457152327,0.0119536317721736
584,7.8891258,5.44850498,8.12685828,37,41,41,7.4,8.2,8.2,938,1505,1009,"Census Tract 501.01, Monroe County",Middle Georgia,No,13207050101,{6D14C2CD-0139-4C9B-91C3-CB9A55DC0619},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.479587869250776,0.0118537361038798
585,4.53879941,2.53565769,3.06220096,31,16,16,6.2,3.2,3.2,1366,1262,1045,"Census Tract 503.01, Monroe County",Middle Georgia,No,13207050301,{E50A5F1D-557B-4435-8C5C-D0E3180280F4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.08458250338806,0.0382336516874627
586,3.90309556,3.32409972,4.1691483,29,24,35,5.8,4.8,7,1486,1444,1679,"Census Tract 503.02, Monroe County",Middle Georgia,No,13207050302,{422DEE12-3445-4E49-AE7C-03DD2173DF31},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.598983211534004,0.0144009216157631
587,9.21985816,10.87470449,5.8381985,65,46,35,13,9.2,7,1410,846,1199,"Census Tract 501.02, Monroe County",Middle Georgia,No,13207050102,{7785018A-CECB-4CC1-872D-51AE8257DDB1},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.732105217328569,0.0245498942174026
588,9.9859353,11.67608286,10.97922849,71,93,74,14.2,18.6,14.8,1422,1593,1348,"Census Tract 502, Monroe County",Middle Georgia,No,13207050200,{30152DE8-8F10-47C9-AA87-7E2FC21610C7},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.623148403908532,0.0103878864637252
589,6.96629213,12.4734231,16.25251847,62,88,121,12.4,17.6,24.2,1780,1411,1489,"Census Tract 9701, Clinch County",Southern Georgia,No,13065970100,{050FF6C2-8C28-4609-A8AE-02EDE2AE6FE4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.43605478335847,0.073652615219432
590,26.36363636,11.57024793,28.31050228,29,28,62,5.8,5.6,12.4,220,484,438,"Census Tract 9702, Clinch County",Southern Georgia,No,13065970200,{B7715D3D-D07A-463A-ACE7-EFB9EDDF4CDC},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,2.05060214825897,0.127724107802926
591,16.8,28.63247863,24.47058824,42,67,52,8.4,13.4,10.4,500,468,425,"Census Tract 9509, Burke County",Central Savannah River Area,No,13033950900,{7B764679-F4F2-4DCA-867F-D7CAB697CBAE},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.23243033528109,0.0461028366497055
592,17.09770115,18.00262812,7.50426379,119,137,66,23.8,27.4,13.2,1392,1522,1759,"Census Tract 9505, Burke County",Central Savannah River Area,No,13033950500,{08BD96EC-379E-45A7-B9FA-0255AED346DE},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.975830070925757,0.0360329578354021
593,21.14942529,30.47965999,25.6443299,184,251,199,36.8,50.2,39.8,1740,1647,1552,"Census Tract 9504, Burke County",Central Savannah River Area,No,13033950400,{37B54EFC-EC1B-4411-A28A-7BCF46AEA076},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.873786502576139,0.0220561066557747
594,12.06896552,12.07349081,10.16042781,42,46,38,8.4,9.2,7.6,696,762,748,"Census Tract 9507, Burke County",Central Savannah River Area,No,13033950700,{78BF18A6-22D6-4E99-B5AA-9C9B9AD99273},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.1776937790879,0.0417015099214752
595,6.93391116,8.21192053,8.28105395,32,31,33,6.4,6.2,6.6,923,755,797,"Census Tract 9502, Burke County",Central Savannah River Area,No,13033950200,{19C13A19-FE1D-437F-AF5E-93900B2C5B4D},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.685091168216142,0.0232278173826339
596,12.52943947,12.50662427,12.66968326,133,118,84,26.6,23.6,16.8,2123,1887,1326,"Census Tract 9501, Burke County",Central Savannah River Area,No,13033950100,{BF4701A6-8614-4EA2-AA31-08372AB2814B},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.19056837648402,0.0396779251853709
597,4.536862,3.33111259,6.05520926,36,25,34,7.2,5,6.8,1587,1501,1123,"Census Tract 201, Madison County",Northeast Georgia,No,13195020100,{EE1F33F0-DF1D-4F9E-A6E3-3D786C942282},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.655373168371071,0.0155271009730432
598,5.67010309,2.08333333,2.77563608,22,13,18,4.4,2.6,3.6,776,1248,1297,"Census Tract 202, Madison County",Northeast Georgia,No,13195020200,{B097B242-4D7E-428F-9336-368004680625},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.645897749600024,0.0121582234291297
599,3.89036251,4.89432703,4.71615721,22,22,27,4.4,4.4,5.4,1131,899,1145,"Census Tract 203, Madison County",Northeast Georgia,No,13195020300,{23EF3C20-E23E-4CFB-AE81-F8B518A643FD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.735634944994719,0.0173051184862981
600,5.58375635,5.75884823,6.93575895,55,48,61,11,9.6,12.2,1970,1667,1759,"Census Tract 205, Madison County",Northeast Georgia,No,13195020500,{020FC0AB-DC7A-4AE1-8CE1-D74744EB0D25},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.477827456372846,0.00851185670868698
601,5.23432745,4.78821363,4.98533724,43,39,34,8.6,7.8,6.8,1643,1629,1364,"Census Tract 204, Madison County",Northeast Georgia,No,13195020400,{04BBDCDA-7A5F-47E8-BFDC-B625DF566161},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.472843808046796,0.00826419725939712
602,4.15800416,2.27272727,2.27272727,10,5,6,2,1,1.2,481,440,528,"Census Tract 206, Madison County",Northeast Georgia,No,13195020600,{BCF43041-0267-45D4-876C-07695A175789},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.561441202383267,0.0105206521617059
603,7.32984293,9.24932976,10.07194245,63,69,56,12.6,13.8,11.2,1719,1492,1112,"Census Tract 9704, Toombs County",Heart of Georgia Altamaha,No,13279970400,{7C520049-472C-461D-B6EB-5ED71F662CBB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.219560715750694,0.00228793191480205
604,12.71056662,9.35162095,9.62827544,83,75,79,16.6,15,15.8,1306,1604,1641,"Census Tract 9703, Toombs County",Heart of Georgia Altamaha,No,13279970300,{CF728E17-B120-41EA-AE9D-A87153D9D169},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.335956753144696,0.00385107041932134
605,8.4295612,11.04761905,8.72865275,73,87,69,14.6,17.4,13.8,1732,1575,1581,"Census Tract 9702, Toombs County",Heart of Georgia Altamaha,No,13279970200,{2E574CFF-BA8F-44DA-ABE5-A9764D38AE2C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.517686365746161,0.0116990452604765
606,10.92739037,9.67923466,10.4519774,76,86,74,15.2,17.2,14.8,1391,1777,1416,"Census Tract 9701, Toombs County",Heart of Georgia Altamaha,No,13279970100,{0E28A695-FC97-4B0E-BA3D-D1E0A4BE3060},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.832403032049334,0.0264203365137125
